id,image,text,answer,mu,mu_domain,kappa,a,b
1,./res/img/set1/set1_01.png,NA,andover,0.3361373546511628,0.33879532259903505,43,24,0.33736364320267087
2,./res/img/set1/set1_02.png,NA,aurora,0.2986122532894737,0.33879532259903505,38,21.5,0.26883784444708575
3,./res/img/set1/set1_03.png,NA,avon,0.35774890988372093,0.33879532259903505,43,24,0.33738432773323945
4,./res/img/set1/set1_04.png,NA,bancroft,0.40299479166666674,0.33879532259903505,48,26.5,0.405678914388021
5,./res/img/set1/set1_05.png,NA,buchanan,0.32220394736842106,0.33879532259903505,38,21.5,0.27483116551449427
6,./res/img/set1/set1_06.png,NA,carthage,0.3632998511904762,0.33879532259903505,42,23.5,0.4101101611909413
7,./res/img/set1/set1_07.png,NA,crawford,0.37687832446808506,0.33879532259903505,47,26,0.38966623509183845
8,./res/img/set1/set1_08.png,NA,dixon,0.34529655612244903,0.33879532259903505,49,27,0.3222779783910635
9,./res/img/set1/set1_09.png,NA,dundee,0.2501195790816326,0.33879532259903505,49,27,0.23098376527124523
10,./res/img/set1/set1_10.png,NA,edgerton,0.3882638888888889,0.33879532259903505,45,25,0.41825042046440974
11,./res/img/set1/set1_11.png,NA,elgin,0.3349291424418605,0.33879532259903505,43,24,0.31344669075899345
12,./res/img/set1/set1_12.png,NA,franklin,0.35822860054347827,0.33879532259903505,46,25.5,0.3941235965231192
13,./res/img/set1/set1_13.png,NA,fulton,0.3176130022321429,0.33879532259903505,56,30.5,0.42147983959742963
14,./res/img/set1/set1_14.png,NA,galena,0.37676164215686275,0.33879532259903505,51,28,0.44457967720779734
15,./res/img/set1/set1_15.png,NA,glenwood,0.35853794642857145,0.33879532259903505,42,23.5,0.4126328386579243
16,./res/img/set1/set1_16.png,NA,hamilton,0.3790396341463415,0.33879532259903505,41,23,0.3716866469964749
17,./res/img/set1/set1_17.png,NA,hancock,0.34888139204545454,0.33879532259903505,44,24.5,0.3917101426558061
18,./res/img/set1/set1_18.png,NA,johnson,0.3272082270408163,0.33879532259903505,49,27,0.35216286484076054
19,./res/img/set1/set1_19.png,NA,lakeview,0.2934027777777778,0.33879532259903505,45,25,0.286307864718967
20,./res/img/set1/set1_20.png,NA,leonard,0.3686662946428572,0.33879532259903505,42,23.5,0.35969276973179415
21,./res/img/set1/set1_21.png,NA,lyons,0.3413449754901961,0.33879532259903505,51,28,0.3846178241804534
22,./res/img/set1/set1_22.png,NA,melrose,0.3394610969387755,0.33879532259903505,49,27,0.3714734634088011
23,./res/img/set1/set1_23.png,NA,midway,0.3092648237179487,0.33879532259903505,39,22,0.274866935534355
24,./res/img/set1/set1_24.png,NA,newtown,0.3022235576923077,0.33879532259903505,39,22,0.3090510793832632
25,./res/img/set1/set1_25.png,NA,parker,0.33553155637254906,0.33879532259903505,51,28,0.3470403992895987
26,./res/img/set1/set1_26.png,NA,sharon,0.34920944940476195,0.33879532259903505,42,23.5,0.35294044312976663
27,./res/img/set1/set1_27.png,NA,shelby,0.2829288563829787,0.33879532259903505,47,26,0.311555773146609
28,./res/img/set1/set1_28.png,NA,union,0.3170720880681818,0.33879532259903505,44,24.5,0.37075249932029025
29,./res/img/set1/set1_29.png,NA,vernon,0.3183193108974359,0.33879532259903505,39,22,0.31455471723507616
30,./res/img/set1/set1_30.png,NA,viola,0.36367984693877553,0.33879532259903505,49,27,0.3235195144341917
